,invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date,payment_id,date_key,day_of_week,month,year,quarter,is_holiday,first_name,last_name,gender,age,dob,email,phone_number,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value,shopping_mall,city,province_state,country,payment_method,card_type,Unnamed: 3
8979,108979,Hair Care,Hair Oil,4,31.0,20,125,2023-09-19,10,2023-09-19,Tuesday,September,2023,2023Q3,0,David,Hendricks,Female,41.0,1983-07-04,mramirez@murphy.org,001-133-396-8149x528,1.0,88.0,5.0,1.0,2021-10-30,21.0,57.19,The Trafford Centre,Manchester,Greater Manchester,UK,Google Pay,,
8980,108980,Body Care and Hygiene,Hand Sanitizer,1,23.55,26,563,2024-09-11,4,2024-09-11,Wednesday,September,2024,2024Q3,0,Daniel,Macias,Female,56.0,1969-01-05,juan22@gmail.com,(234)978-6206x545,0.0,725.0,4.0,0.0,2021-03-13,30.0,441.51,Easton Town Center,Columbus,Ohio,US,Debit Card - Visa,Visa,
8981,108981,Hair Care,Shampoo,3,38.68,3,20,2020-12-31,6,2020-12-31,Thursday,December,2020,2020Q4,0,Robert,Mccoy,Male,49.0,1975-04-01,nmcdonald@hotmail.com,287.941.9880,0.0,1412.0,1.0,1.0,2021-12-12,46.0,397.91,Westfield London,London,England,UK,PayPal,,
8982,108982,Hair Care,Shampoo,1,34.92,50,878,2022-11-16,3,2022-11-16,Wednesday,November,2022,2022Q4,0,Tracy,Underwood,Male,60.0,1964-10-12,joan57@howard.com,(041)023-3725x4069,1.0,197.0,8.0,1.0,2021-02-25,45.0,177.4,The Summit,Birmingham,Alabama,US,Credit Card - AMEX,AMEX,
8983,108983,Skin Care,Sunscreen,3,18.83,2,913,2024-05-28,1,2024-05-28,Tuesday,May,2024,2024Q2,0,James,Johnson,Male,39.0,1985-05-28,hholt@pierce.com,454-973-9683,0.0,1013.0,4.0,0.0,2023-11-27,15.0,79.56,The Galleria,Houston,Texas,US,Credit Card - Visa,Visa,
8984,108984,Hair Care,Hair Oil,4,36.0,3,288,2021-02-20,9,2021-02-20,Saturday,February,2021,2021Q1,1,Hunter,Martin,Other,35.0,1989-11-16,ashleyjones@wagner-white.com,(310)280-5247x67466,0.0,1132.0,9.0,0.0,2022-01-25,2.0,168.52,Westfield London,London,England,UK,Apple Pay,,
8985,108985,Skin Care,Lip Balm,3,82.72,40,767,2021-08-08,4,2021-08-08,Sunday,August,2021,2021Q3,1,Rebecca,Robinson,Male,29.0,1995-11-23,parsonsanthony@franklin-jones.biz,303-275-4809,0.0,809.0,8.0,1.0,2023-07-04,46.0,241.21,Perimeter Mall,Atlanta,Georgia,US,Debit Card - Visa,Visa,
8986,108986,Body Care and Hygiene,Hand Sanitizer,4,23.56,44,387,2022-09-30,4,2022-09-30,Friday,September,2022,2022Q3,0,James,Weiss,Other,20.0,2004-03-21,laurenmason@meyer.com,835.358.1946,0.0,602.0,5.0,1.0,2022-02-20,17.0,295.12,The Florida Mall,Orlando,Florida,US,Debit Card - Visa,Visa,
8987,108987,Skin Care,Moisturizer,4,88.19,55,918,2023-09-22,6,2023-09-22,Friday,September,2023,2023Q3,0,Michael,Johnson,Male,62.0,1962-11-09,williamsdavid@kim.biz,001-769-939-4442,0.0,1191.0,7.0,0.0,2022-04-20,49.0,125.61,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,PayPal,,
8988,108988,Skin Care,Sunscreen,4,80.36,40,316,2021-09-19,9,2021-09-19,Sunday,September,2021,2021Q3,1,Kathleen,Foster,Female,61.0,1963-05-02,russell71@davis.com,472.476.4733x58031,1.0,948.0,6.0,0.0,2020-04-14,10.0,415.79,Perimeter Mall,Atlanta,Georgia,US,Apple Pay,,
8989,108989,Hair Care,Shampoo,2,39.08,24,252,2020-06-23,9,2020-06-23,Tuesday,June,2020,2020Q2,0,Crystal,Santiago,Other,67.0,1957-05-21,tanya84@stevenson.net,336.664.9507x857,0.0,1112.0,4.0,1.0,2023-12-23,18.0,246.84,The Dubai Mall,Dubai,Dubai,UAE,Apple Pay,,
8990,108990,Hair Care,Conditioner,2,45.54,26,309,2023-09-02,4,2023-09-02,Saturday,September,2023,2023Q3,1,Heather,Hill,Female,66.0,1958-05-29,ikelly@gmail.com,+1-345-480-8680x90072,0.0,44.0,6.0,1.0,2023-03-21,29.0,341.75,Easton Town Center,Columbus,Ohio,US,Debit Card - Visa,Visa,
8991,108991,Skin Care,Lip Balm,1,57.48,36,568,2023-04-30,6,2023-04-30,Sunday,April,2023,2023Q2,1,Connie,Mathis,Male,37.0,1987-10-23,kstrickland@yahoo.com,001-861-794-7359,1.0,389.0,6.0,0.0,2021-01-31,49.0,484.24,The Mall at Short Hills,Short Hills,New Jersey,US,PayPal,,
8992,108992,Skin Care,Lip Balm,2,49.36,54,829,2021-10-13,7,2021-10-13,Wednesday,October,2021,2021Q4,0,Danielle,Ayala,Female,67.0,1957-05-13,nancyparks@tran-morris.info,278-514-1911,1.0,428.0,9.0,1.0,2020-03-28,35.0,304.53,Westfield Century City,Los Angeles,California,US,Cash,,
8993,108993,Skin Care,Sunscreen,3,23.76,60,838,2020-11-12,6,2020-11-12,Thursday,November,2020,2020Q4,0,Michael,Stark,Other,42.0,1982-09-13,lmills@snyder.org,001-241-767-3153x8992,1.0,684.0,8.0,0.0,2020-06-04,20.0,218.84,Stonebriar Centre,Frisco,Texas,US,PayPal,,
8994,108994,Body Care and Hygiene,Hand Sanitizer,1,26.9,5,844,2024-09-27,2,2024-09-27,Friday,September,2024,2024Q3,0,Tony,Mays,Female,21.0,2003-12-08,whitebonnie@johnson.org,(949)703-2084x204,0.0,642.0,4.0,0.0,2022-04-14,31.0,321.14,King of Prussia Mall,Philadelphia,Pennsylvania,US,Credit Card - MasterCard,MasterCard,
8995,108995,Skin Care,Face Wash,2,63.72,54,675,2022-10-20,7,2022-10-20,Thursday,October,2022,2022Q4,0,Deborah,Sanchez,Male,26.0,1998-10-04,hayescourtney@yahoo.com,(848)769-2427x5234,0.0,1729.0,7.0,0.0,2020-04-02,44.0,84.18,Westfield Century City,Los Angeles,California,US,Cash,,
8996,108996,Skin Care,Moisturizer,2,91.77,54,275,2021-06-15,8,2021-06-15,Tuesday,June,2021,2021Q2,0,Nicole,Coleman,Male,45.0,1979-08-06,christine71@hernandez.com,(639)743-4604x262,1.0,1682.0,10.0,1.0,2020-02-03,4.0,118.76,Westfield Century City,Los Angeles,California,US,BNPL (Buy Now, Pay Later),
8997,108997,Hair Care,Hair Oil,2,23.42,24,414,2023-04-01,4,2023-04-01,Saturday,April,2023,2023Q2,1,Erik,Pierce,Male,53.0,1971-05-14,swansonchristopher@yahoo.com,082.864.3550x9440,0.0,30.0,6.0,1.0,2024-08-18,20.0,100.75,The Dubai Mall,Dubai,Dubai,UAE,Debit Card - Visa,Visa,
8998,108998,Body Care and Hygiene,Body Lotion,3,17.83,1,749,2023-09-27,10,2023-09-27,Wednesday,September,2023,2023Q3,0,Candice,Freeman,Other,47.0,1977-06-26,kimberlybray@martinez-lee.net,(155)933-6501,0.0,706.0,3.0,0.0,2022-09-24,5.0,489.83,Mall of America,Bloomington,Minnesota,US,Google Pay,,
8999,108999,Oral Care,Mouthwash,4,3.08,29,761,2022-01-27,3,2022-01-27,Thursday,January,2022,2022Q1,0,Kimberly,Simpson,Other,60.0,1964-12-14,garydudley@yahoo.com,(301)859-9339,0.0,117.0,9.0,1.0,2023-03-02,43.0,89.0,The Mall at Millenia,Orlando,Florida,US,Credit Card - AMEX,AMEX,
9000,109000,Skin Care,Moisturizer,4,59.49,11,948,2020-02-24,3,2020-02-24,Monday,February,2020,2020Q1,0,Linda,Torres,Female,49.0,1975-12-07,brittany90@hotmail.com,832-851-3068,1.0,353.0,9.0,1.0,2020-04-20,30.0,14.23,Roosevelt Field,Garden City,New York,US,Credit Card - AMEX,AMEX,
9001,109001,Hair Care,Hair Oil,3,19.76,46,897,2022-10-04,8,2022-10-04,Tuesday,October,2022,2022Q4,0,Victoria,Kemp,Other,41.0,1983-02-28,michael83@yahoo.com,703-883-7688,0.0,91.0,9.0,1.0,2021-01-28,18.0,304.69,Park Meadows,Lone Tree,Colorado,US,BNPL (Buy Now, Pay Later),
9002,109002,Hair Care,Hair Oil,4,16.32,41,197,2024-09-22,1,2024-09-22,Sunday,September,2024,2024Q3,1,Charles,Parker,Male,40.0,1984-05-08,pittsalfred@santiago.com,(126)669-2106x730,1.0,1179.0,8.0,1.0,2021-10-23,39.0,382.07,Stanford Shopping Center,Palo Alto,California,US,Credit Card - Visa,Visa,
9003,109003,Body Care and Hygiene,Body Lotion,2,25.07,40,495,2021-01-06,6,2021-01-06,Wednesday,January,2021,2021Q1,0,Jasmine,Marquez,Other,30.0,1994-10-31,wolfdonald@wagner.org,430-355-4412,0.0,443.0,2.0,1.0,2022-10-28,17.0,460.72,Perimeter Mall,Atlanta,Georgia,US,PayPal,,
9004,109004,Hair Care,Conditioner,3,22.48,36,920,2023-11-20,1,2023-11-20,Monday,November,2023,2023Q4,0,John,Gutierrez,Female,63.0,1961-12-21,leslie04@gmail.com,+1-631-724-0291x05851,1.0,241.0,5.0,1.0,2022-10-30,17.0,112.8,The Mall at Short Hills,Short Hills,New Jersey,US,Credit Card - Visa,Visa,
9005,109005,Skin Care,Moisturizer,4,84.17,42,345,2021-04-17,2,2021-04-17,Saturday,April,2021,2021Q2,1,Donald,Mitchell,Other,28.0,1997-01-10,hgonzalez@gmail.com,+1-296-472-8674x742,1.0,492.0,6.0,1.0,2022-10-11,40.0,405.39,Brookfield Place,New York,New York,US,Credit Card - MasterCard,MasterCard,
9006,109006,Skin Care,Face Wash,2,92.53,23,239,2024-03-13,9,2024-03-13,Wednesday,March,2024,2024Q1,0,Joshua,Taylor,Male,29.0,1996-02-11,carrie11@hotmail.com,001-214-909-4560x4406,1.0,688.0,5.0,0.0,2021-07-19,49.0,407.01,Palisades Center,West Nyack,New York,US,Apple Pay,,
9007,109007,Hair Care,Conditioner,1,28.49,51,862,2020-05-02,5,2020-05-02,Saturday,May,2020,2020Q2,1,Emily,Parks,Female,52.0,1973-02-08,melaniegomez@hale-kane.info,001-897-899-0818x67603,0.0,556.0,8.0,0.0,2021-03-06,49.0,56.17,CambridgeSide,Cambridge,Massachusetts,US,Debit Card - MasterCard,MasterCard,
9008,109008,Body Care and Hygiene,Hand Sanitizer,4,25.4,21,847,2023-02-10,4,2023-02-10,Friday,February,2023,2023Q1,0,Theresa,Mcdonald,Male,39.0,1985-07-11,munoztimothy@wolfe-hale.info,+1-304-928-6393x8779,0.0,576.0,2.0,0.0,2020-07-08,18.0,251.37,Fashion Show Mall,Las Vegas,Nevada,US,Debit Card - Visa,Visa,
9009,109009,Body Care and Hygiene,Body Lotion,2,7.81,55,289,2021-08-10,9,2021-08-10,Tuesday,August,2021,2021Q3,0,Megan,Donovan,Male,58.0,1966-03-18,ojimenez@perez.net,539.990.5170,0.0,662.0,10.0,1.0,2025-01-19,44.0,97.18,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Apple Pay,,
9010,109010,Hair Care,Conditioner,1,9.57,57,492,2022-05-19,4,2022-05-19,Thursday,May,2022,2022Q2,0,Susan,Richardson,Male,34.0,1990-04-29,lauramorales@gmail.com,370-267-3360,1.0,1293.0,1.0,0.0,2021-11-07,9.0,234.07,The Gardens Mall,Palm Beach Gardens,Florida,US,Debit Card - Visa,Visa,
9011,109011,Body Care and Hygiene,Deodorant,1,29.78,14,704,2025-01-16,7,2025-01-16,Thursday,January,2025,2025Q1,0,Jonathan,Johnson,Female,57.0,1967-10-10,denisebarnett@smith.com,623-759-0809x84075,0.0,1651.0,5.0,0.0,2022-07-24,31.0,420.78,Westfield Stratford City,London,England,UK,Cash,,
9012,109012,Skin Care,Moisturizer,1,38.43,55,407,2020-12-13,9,2020-12-13,Sunday,December,2020,2020Q4,1,Brenda,Campbell,Other,64.0,1961-01-01,reyeschad@sosa.biz,365-944-8424,1.0,1513.0,2.0,1.0,2023-11-27,24.0,111.48,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Apple Pay,,
9013,109013,Skin Care,Face Wash,2,48.52,21,791,2021-02-16,2,2021-02-16,Tuesday,February,2021,2021Q1,0,Patrick,Ingram,Female,27.0,1997-06-16,jeffersondawn@yahoo.com,335-378-3925x9838,1.0,1226.0,2.0,1.0,2020-01-23,5.0,280.29,Fashion Show Mall,Las Vegas,Nevada,US,Credit Card - MasterCard,MasterCard,
9014,109014,Skin Care,Lip Balm,4,45.97,45,414,2021-05-16,2,2021-05-16,Sunday,May,2021,2021Q2,1,Erik,Pierce,Male,53.0,1971-05-14,swansonchristopher@yahoo.com,082.864.3550x9440,0.0,30.0,6.0,1.0,2024-08-18,20.0,100.75,Westfield Annapolis,Annapolis,Maryland,US,Credit Card - MasterCard,MasterCard,
9015,109015,Hair Care,Hair Oil,2,10.07,17,8,2021-04-08,10,2021-04-08,Thursday,April,2021,2021Q2,0,Jeffrey,Hernandez,Other,57.0,1967-03-26,nicolerogers@hotmail.com,+1-440-323-8796x371,0.0,909.0,8.0,0.0,2024-05-28,11.0,377.84,Lakeside Shopping Centre,Thurrock,Essex,UK,Google Pay,,
9016,109016,Hair Care,Hair Oil,3,17.81,22,991,2021-10-09,7,2021-10-09,Saturday,October,2021,2021Q4,1,Heidi,Rice,Male,20.0,2004-11-13,sara40@reyes.biz,6835292984,1.0,1469.0,3.0,1.0,2023-09-15,36.0,270.2,Tysons Corner Center,McLean,Virginia,US,Cash,,
9017,109017,Skin Care,Lip Balm,4,22.31,58,453,2024-08-20,5,2024-08-20,Tuesday,August,2024,2024Q3,0,Scott,Wallace,Male,60.0,1965-01-09,jessica97@reese-stone.com,001-276-810-3014,1.0,1779.0,8.0,1.0,2020-04-02,13.0,414.25,Town Center at Boca Raton,Boca Raton,Florida,US,Debit Card - MasterCard,MasterCard,
9018,109018,Oral Care,Toothpaste,3,11.3,12,835,2022-02-20,1,2022-02-20,Sunday,February,2022,2022Q1,1,Natalie,Evans,Other,67.0,1957-09-07,qlarson@rodriguez.org,(809)626-7724x144,1.0,1628.0,8.0,0.0,2023-02-22,3.0,105.31,Metrocentre,Gateshead,Tyne and Wear,UK,Credit Card - Visa,Visa,
9019,109019,Skin Care,Sunscreen,4,29.62,60,237,2020-05-22,8,2020-05-22,Friday,May,2020,2020Q2,0,Ian,Eaton,Other,67.0,1957-11-10,robinmurray@guzman.com,+1-322-560-7050,1.0,1483.0,1.0,0.0,2020-04-01,7.0,143.13,Stonebriar Centre,Frisco,Texas,US,BNPL (Buy Now, Pay Later),
9020,109020,Skin Care,Face Wash,2,78.5,19,690,2025-02-06,10,2025-02-06,Thursday,February,2025,2025Q1,0,Jonathan,Bush,Male,42.0,1982-03-12,cynthia43@reynolds-walker.net,962-485-5485x364,1.0,815.0,7.0,0.0,2020-10-14,21.0,266.2,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Google Pay,,
9021,109021,Body Care and Hygiene,Deodorant,1,18.05,37,443,2022-08-24,2,2022-08-24,Wednesday,August,2022,2022Q3,0,Nicholas,Allen,Other,25.0,1999-05-02,cbrown@page.com,393.005.7189x15735,0.0,993.0,7.0,1.0,2023-10-27,25.0,175.76,Bloor-Yorkville,Toronto,Ontario,Canada,Credit Card - MasterCard,MasterCard,
9022,109022,Body Care and Hygiene,Deodorant,1,20.41,13,993,2024-07-15,9,2024-07-15,Monday,July,2024,2024Q3,0,Ronnie,Kane,Female,22.0,2003-01-25,levisanchez@barnett-flores.net,881.185.3530,0.0,791.0,5.0,0.0,2023-02-10,16.0,73.17,The Grove,Los Angeles,California,US,Apple Pay,,
9023,109023,Oral Care,Toothpaste,3,18.9,53,401,2023-07-04,10,2023-07-04,Tuesday,July,2023,2023Q3,0,Jennifer,Levine,Other,42.0,1982-06-01,rfowler@garcia-hensley.biz,512.076.3214,1.0,364.0,1.0,0.0,2024-02-14,36.0,236.79,SouthPark,Charlotte,North Carolina,US,Google Pay,,
9024,109024,Hair Care,Shampoo,4,42.11,7,867,2021-11-12,2,2021-11-12,Friday,November,2021,2021Q4,0,Ryan,Beard,Other,65.0,1959-08-13,shawngibson@fischer-short.com,+1-935-068-3890x554,1.0,1460.0,5.0,0.0,2024-10-23,40.0,446.44,West Edmonton Mall,Edmonton,Alberta,Canada,Credit Card - MasterCard,MasterCard,
9025,109025,Skin Care,Face Wash,3,19.17,26,392,2020-05-26,5,2020-05-26,Tuesday,May,2020,2020Q2,0,Kristina,Orozco,Male,67.0,1958-01-30,daniel18@gmail.com,001-828-912-9344x46215,0.0,256.0,1.0,0.0,2025-02-05,12.0,19.37,Easton Town Center,Columbus,Ohio,US,Debit Card - MasterCard,MasterCard,
9026,109026,Hair Care,Hair Oil,1,6.81,16,846,2024-06-29,4,2024-06-29,Saturday,June,2024,2024Q2,1,Tina,Schmidt,Male,64.0,1960-06-02,eweeks@smith.com,314-937-8140x4324,0.0,623.0,5.0,0.0,2024-12-04,18.0,340.84,The Oracle,Reading,Berkshire,UK,Debit Card - Visa,Visa,
9027,109027,Skin Care,Face Wash,2,87.2,5,136,2022-06-08,3,2022-06-08,Wednesday,June,2022,2022Q2,0,Mario,Smith,Male,34.0,1990-08-25,xmckinney@gmail.com,440-215-8420,1.0,970.0,4.0,0.0,2022-04-10,32.0,302.56,King of Prussia Mall,Philadelphia,Pennsylvania,US,Credit Card - AMEX,AMEX,
9028,109028,Skin Care,Lip Balm,4,29.31,29,208,2021-11-05,5,2021-11-05,Friday,November,2021,2021Q4,0,Steven,Davidson,Other,34.0,1990-06-03,olivia09@hotmail.com,197-869-8543x64729,1.0,1192.0,1.0,0.0,2022-01-11,39.0,230.61,The Mall at Millenia,Orlando,Florida,US,Debit Card - MasterCard,MasterCard,
9029,109029,Body Care and Hygiene,Deodorant,4,11.21,32,353,2021-11-14,1,2021-11-14,Sunday,November,2021,2021Q4,1,Scott,Chang,Female,34.0,1990-10-25,nguyenjerome@yahoo.com,540-802-4310,1.0,813.0,8.0,0.0,2022-06-20,27.0,148.66,International Plaza and Bay Street,Tampa,Florida,US,Credit Card - Visa,Visa,
9030,109030,Oral Care,Toothpaste,3,10.0,24,753,2024-06-25,1,2024-06-25,Tuesday,June,2024,2024Q2,0,Timothy,Brady,Male,66.0,1958-05-30,timothy72@yahoo.com,057-851-1719,1.0,1379.0,4.0,1.0,2023-06-10,7.0,409.19,The Dubai Mall,Dubai,Dubai,UAE,Credit Card - Visa,Visa,
9031,109031,Body Care and Hygiene,Deodorant,4,6.81,60,170,2023-09-12,1,2023-09-12,Tuesday,September,2023,2023Q3,0,Kristopher,Ray,Female,66.0,1958-06-03,rbaker@alvarez.com,9442783270,1.0,370.0,8.0,1.0,2024-01-20,18.0,353.79,Stonebriar Centre,Frisco,Texas,US,Credit Card - Visa,Visa,
9032,109032,Body Care and Hygiene,Deodorant,1,12.68,34,109,2020-12-21,5,2020-12-21,Monday,December,2020,2020Q4,0,James,Hull,Female,39.0,1985-07-02,maxwell75@scott.net,(245)225-0975x260,0.0,319.0,5.0,0.0,2023-07-30,19.0,306.01,The Shops at Columbus Circle,New York,New York,US,Debit Card - MasterCard,MasterCard,
9033,109033,Skin Care,Lip Balm,4,28.12,54,728,2021-11-30,2,2021-11-30,Tuesday,November,2021,2021Q4,0,Michele,Williams,Female,23.0,2001-11-17,alyssa53@shaffer-robinson.com,+1-978-438-7058,1.0,977.0,9.0,0.0,2024-01-31,45.0,434.31,Westfield Century City,Los Angeles,California,US,Credit Card - MasterCard,MasterCard,
9034,109034,Skin Care,Lip Balm,3,44.83,30,865,2023-06-06,7,2023-06-06,Tuesday,June,2023,2023Q2,0,Nancy,Martin,Male,25.0,1999-04-30,danielmiller@yahoo.com,(905)744-4744x815,0.0,1590.0,9.0,0.0,2023-07-02,48.0,254.46,Westfield San Francisco Centre,San Francisco,California,US,Cash,,
9035,109035,Hair Care,Conditioner,3,39.54,45,221,2024-07-13,4,2024-07-13,Saturday,July,2024,2024Q3,1,Emily,Robinson,Male,26.0,1998-07-12,teresa45@garcia-faulkner.com,(274)886-2295x3353,0.0,802.0,9.0,1.0,2021-01-20,44.0,248.76,Westfield Annapolis,Annapolis,Maryland,US,Debit Card - Visa,Visa,
9036,109036,Hair Care,Shampoo,3,47.07,52,64,2022-10-21,3,2022-10-21,Friday,October,2022,2022Q4,0,Emma,Garner,Female,36.0,1988-02-26,robertstyler@yahoo.com,001.609.0963x9947,1.0,181.0,5.0,0.0,2022-03-06,39.0,183.21,Pheasant Lane Mall,Nashua,New Hampshire,US,Credit Card - AMEX,AMEX,
9037,109037,Skin Care,Face Wash,1,40.41,15,926,2023-05-10,5,2023-05-10,Wednesday,May,2023,2023Q2,0,Kimberly,Townsend,Male,28.0,1996-04-29,xbell@yahoo.com,268.736.4318,0.0,6.0,9.0,1.0,2023-10-11,12.0,252.94,Meadowhall,Sheffield,South Yorkshire,UK,Debit Card - MasterCard,MasterCard,
9038,109038,Hair Care,Conditioner,4,44.82,36,640,2021-02-01,8,2021-02-01,Monday,February,2021,2021Q1,0,Shawn,Webster,Other,19.0,2005-11-14,tyler06@hotmail.com,+1-669-522-1428x62010,1.0,358.0,7.0,1.0,2025-01-06,25.0,93.72,The Mall at Short Hills,Short Hills,New Jersey,US,BNPL (Buy Now, Pay Later),
9039,109039,Hair Care,Shampoo,3,45.34,25,770,2021-01-21,5,2021-01-21,Thursday,January,2021,2021Q1,0,Christopher,Martin,Other,18.0,2006-10-08,stephenvalencia@mcconnell.com,+1-394-013-3107x9961,1.0,484.0,7.0,0.0,2025-01-22,12.0,307.38,Lenox Square,Atlanta,Georgia,US,Debit Card - MasterCard,MasterCard,
9040,109040,Body Care and Hygiene,Deodorant,3,17.47,52,527,2022-12-28,4,2022-12-28,Wednesday,December,2022,2022Q4,0,Elizabeth,Thomas,Other,26.0,1998-06-05,wilsonkelly@gmail.com,001-596-070-0922x3521,1.0,84.0,2.0,0.0,2021-03-13,4.0,405.72,Pheasant Lane Mall,Nashua,New Hampshire,US,Debit Card - Visa,Visa,
9041,109041,Skin Care,Face Wash,4,76.18,6,80,2020-11-15,9,2020-11-15,Sunday,November,2020,2020Q4,1,Amanda,Wilson,Other,66.0,1958-09-12,scobb@gmail.com,+1-549-500-8676x0084,1.0,1132.0,1.0,0.0,2020-03-25,10.0,415.06,Aventura Mall,Miami,Florida,US,Apple Pay,,
9042,109042,Skin Care,Lip Balm,1,27.33,4,373,2020-10-02,7,2020-10-02,Friday,October,2020,2020Q4,0,Stephanie,Rodriguez,Female,36.0,1988-04-23,marcus41@gmail.com,001-575-707-8461x820,0.0,1746.0,4.0,0.0,2022-05-12,1.0,491.12,Trafford Centre,Manchester,England,UK,Cash,,
9043,109043,Skin Care,Face Wash,4,47.27,13,842,2020-12-15,7,2020-12-15,Tuesday,December,2020,2020Q4,0,Rhonda,Powell,Female,65.0,1959-11-28,ddavis@yahoo.com,001-594-718-9325x88845,1.0,706.0,6.0,1.0,2024-03-30,45.0,383.29,The Grove,Los Angeles,California,US,Cash,,
9044,109044,Skin Care,Sunscreen,1,35.9,6,911,2020-07-08,1,2020-07-08,Wednesday,July,2020,2020Q3,0,Danielle,Swanson,Female,69.0,1955-07-12,joannabrooks@miller.net,(314)538-8264x98791,1.0,1182.0,2.0,1.0,2024-10-17,44.0,459.03,Aventura Mall,Miami,Florida,US,Credit Card - Visa,Visa,
9045,109045,Hair Care,Conditioner,4,20.08,5,988,2021-01-06,2,2021-01-06,Wednesday,January,2021,2021Q1,0,Sarah,Kennedy,Male,34.0,1990-10-31,benjaminhill@yahoo.com,001-222-636-9786x5770,1.0,22.0,5.0,0.0,2022-07-03,5.0,126.66,King of Prussia Mall,Philadelphia,Pennsylvania,US,Credit Card - MasterCard,MasterCard,
9046,109046,Hair Care,Hair Oil,4,28.79,53,81,2022-07-29,1,2022-07-29,Friday,July,2022,2022Q3,0,Scott,Bishop,Other,28.0,1997-01-30,bennettmatthew@simpson.info,726.570.9248x2172,0.0,212.0,8.0,1.0,2020-09-27,45.0,479.04,SouthPark,Charlotte,North Carolina,US,Credit Card - Visa,Visa,
9047,109047,Skin Care,Face Wash,2,24.22,22,466,2024-11-05,6,2024-11-05,Tuesday,November,2024,2024Q4,0,Jeffery,Anderson,Other,22.0,2002-03-14,nrussell@jones.net,001-511-782-9197x2277,0.0,862.0,9.0,0.0,2022-08-17,46.0,287.02,Tysons Corner Center,McLean,Virginia,US,PayPal,,
9048,109048,Oral Care,Mouthwash,4,12.62,3,656,2022-12-03,8,2022-12-03,Saturday,December,2022,2022Q4,1,Cassandra,Davis,Female,68.0,1956-12-02,hunttracey@dixon-scott.net,(568)942-9815x242,1.0,930.0,6.0,0.0,2024-05-05,3.0,31.41,Westfield London,London,England,UK,BNPL (Buy Now, Pay Later),
9049,109049,Body Care and Hygiene,Deodorant,3,28.1,37,386,2021-10-04,10,2021-10-04,Monday,October,2021,2021Q4,0,Jeffrey,Johnson,Other,69.0,1955-06-30,davidadkins@franklin.com,001-639-929-0423x835,0.0,125.0,3.0,0.0,2020-02-21,26.0,149.38,Bloor-Yorkville,Toronto,Ontario,Canada,Google Pay,,
9050,109050,Body Care and Hygiene,Hand Sanitizer,1,12.54,37,559,2020-04-10,4,2020-04-10,Friday,April,2020,2020Q2,0,Judith,Brown,Female,19.0,2005-06-15,xmosley@yahoo.com,351.521.2459,0.0,1689.0,3.0,0.0,2021-01-08,10.0,85.41,Bloor-Yorkville,Toronto,Ontario,Canada,Debit Card - Visa,Visa,
9051,109051,Oral Care,Toothpaste,1,2.88,31,569,2024-05-23,10,2024-05-23,Thursday,May,2024,2024Q2,0,Luis,Lee,Male,33.0,1991-05-20,jensenmark@thomas-carter.com,(050)550-8432,1.0,983.0,10.0,0.0,2020-04-15,17.0,105.3,Cherry Creek Shopping Center,Denver,Colorado,US,Google Pay,,
9052,109052,Hair Care,Hair Oil,3,7.79,26,394,2023-05-11,8,2023-05-11,Thursday,May,2023,2023Q2,0,Christian,Melendez,Other,64.0,1960-08-08,sharpnatalie@gmail.com,(667)224-8030x0922,0.0,1621.0,5.0,1.0,2020-04-24,38.0,32.34,Easton Town Center,Columbus,Ohio,US,BNPL (Buy Now, Pay Later),
9053,109053,Hair Care,Hair Oil,1,27.34,39,34,2024-10-14,8,2024-10-14,Monday,October,2024,2024Q4,0,Hannah,Cochran,Female,61.0,1963-12-23,rrivers@stephens.com,(954)236-6409x863,1.0,1818.0,4.0,1.0,2020-05-25,31.0,426.74,Scottsdale Fashion Square,Scottsdale,Arizona,US,BNPL (Buy Now, Pay Later),
9054,109054,Hair Care,Conditioner,4,26.86,57,116,2020-05-25,3,2020-05-25,Monday,May,2020,2020Q2,0,Dale,Burnett,Male,32.0,1993-01-24,jennifer76@yahoo.com,+1-087-360-4745,0.0,836.0,4.0,1.0,2023-11-13,10.0,417.91,The Gardens Mall,Palm Beach Gardens,Florida,US,Credit Card - AMEX,AMEX,
9055,109055,Skin Care,Sunscreen,4,69.54,52,20,2021-02-22,5,2021-02-22,Monday,February,2021,2021Q1,0,Robert,Mccoy,Male,49.0,1975-04-01,nmcdonald@hotmail.com,287.941.9880,0.0,1412.0,1.0,1.0,2021-12-12,46.0,397.91,Pheasant Lane Mall,Nashua,New Hampshire,US,Debit Card - MasterCard,MasterCard,
9056,109056,Skin Care,Sunscreen,3,97.4,34,185,2022-02-23,4,2022-02-23,Wednesday,February,2022,2022Q1,0,Nicholas,Johnston,Female,20.0,2004-08-24,matthewperry@yahoo.com,+1-405-386-9845x678,1.0,1689.0,9.0,0.0,2020-11-27,31.0,372.29,The Shops at Columbus Circle,New York,New York,US,Debit Card - Visa,Visa,
